#Mean	37.780
#Median	37
#Mode	37
#STDev	5.876
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	2
20	4
21	6
22	21
23	31
24	60
25	118
26	242
27	356
28	596
29	892
30	1296
31	1605
32	1817
33	2100
34	2340
35	2623
36	2790
37	2972
38	2807
39	2673
40	2286
41	1882
42	1687
43	1375
44	1131
45	976
46	754
47	586
48	542
49	412
50	336
51	313
52	230
53	226
54	203
55	125
56	77
57	49
58	22
59	7
60	3
61	3
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
