#Mean	37.787
#Median	37
#Mode	38
#STDev	5.902
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	1
19	1
20	2
21	10
22	16
23	36
24	57
25	122
26	232
27	423
28	622
29	958
30	1265
31	1543
32	1803
33	2117
34	2361
35	2623
36	2763
37	2856
38	2912
39	2665
40	2265
41	1900
42	1717
43	1353
44	1195
45	942
46	745
47	645
48	519
49	437
50	354
51	343
52	277
53	228
54	155
55	118
56	75
57	42
58	19
59	9
60	3
61	5
62	2
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
