#Mean	37.828
#Median	37
#Mode	37
#STDev	5.942
#GC	Count
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	4
21	12
22	18
23	44
24	68
25	103
26	270
27	412
28	640
29	943
30	1192
31	1516
32	1944
33	2058
34	2336
35	2543
36	2768
37	3027
38	2813
39	2623
40	2280
41	1988
42	1590
43	1454
44	1184
45	934
46	797
47	631
48	521
49	443
50	399
51	307
52	298
53	236
54	207
55	120
56	70
57	31
58	24
59	9
60	5
61	4
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
